,id_formation,matchType,possession,shootInPenalty,shootHeading,shootOutPenalty,shootTotal,in_rate,out_rate,heading_rate,passTry,shortPassTry,longpassTry,throughpass,short_rate,long_rate,thr_rate,directpass,direct_rate,center_fw_shoot,side_fw_shoot,center_mf_shoot,center_fw_pass,side_fw_pass,center_mf_pass,side_df_pass,center_df_pass,line1_pass,line2_pass,center_fw_dribble,side_fw_dribble,center_mf_dribble,side_df_dribble,line1_dribble,line2_dribble,center_fw_posses,side_fw_posses,center_mf_posses,side_df_posses,center_df_posses,line1_posses,line2_posses,intercepth_fw,tackle_fw,tackle,intercept,defence_fw_rate,defence_fw,defences,center_fw_use,center_mf_use,side_fw_use,side_df_use,side_use,use_all,center_fw_rate,center_mf_rate,center_rate,side_rate,side_df_rate,all_use,line1_use,line2_use,line1_rate,line2_rate,side_fw_rate,df,mf,fw,center_fw,center_mf,side_fw,side_df,side,center,line2,center_fw_one,center_mf_one,side_fw_one,side_df_one,center_one,side_one,line2_one,cnt
10,02233589bb95c108579fe2b6_424,50.0,0.5207692307692308,4.384615384615385,2.076923076923077,1.6923076923076923,8.153846153846153,0.8163308913308913,0.18366910866910865,0.26163003663003664,94.76923076923077,63.38461538461539,10.846153846153847,24.0,0.6678514116818087,0.11582160082860748,0.25401684081173914,34.84615384615385,0.36983844164034657,4.461538461538462,1.2307692307692308,1.0769230769230769,19.384615384615383,17.23076923076923,30.153846153846153,13.923076923076923,9.384615384615385,36.61538461538461,30.153846153846153,19.923076923076923,18.153846153846153,24.307692307692307,11.692307692307692,38.07692307692308,24.307692307692307,8.615384615384615,7.615384615384615,12.615384615384615,6.846153846153846,6.538461538461538,16.23076923076923,12.615384615384615,2.923076923076923,6.384615384615385,19.615384615384617,9.538461538461538,0.32508081493533453,9.307692307692308,29.153846153846153,47.92307692307692,67.07692307692308,43.0,32.46153846153846,75.46153846153847,190.46153846153845,0.25184452793825074,0.35078006888404273,0.6026245968222934,0.39737540317770653,0.42845738932086647,222.0,90.92307692307692,67.07692307692308,0.4139500301633129,0.30136215945721584,0.2735669360544803,4.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,23.96153846153846,33.53846153846154,21.5,16.23076923076923,28.75,18.865384615384617,33.53846153846154,13.0
11,0229505dce660ba3df8765c0_442,50.0,0.4977777777777778,3.9444444444444446,0.5,1.0,5.444444444444445,0.8052028218694885,0.19479717813051145,0.09065255731922399,130.83333333333334,95.05555555555556,2.5555555555555554,32.55555555555556,0.7231121419262796,0.020160756032891705,0.2517647560805687,35.111111111111114,0.27192551211346044,2.0,0.2222222222222222,0.9444444444444444,25.88888888888889,11.555555555555555,29.166666666666668,14.5,12.11111111111111,25.88888888888889,40.72222222222222,21.88888888888889,8.277777777777779,24.333333333333332,8.38888888888889,21.88888888888889,32.611111111111114,6.888888888888889,3.111111111111111,7.0,5.277777777777778,5.5,6.888888888888889,10.11111111111111,0.6111111111111112,0.8888888888888888,8.666666666666666,6.333333333333333,0.11797326343303355,1.5,15.0,54.666666666666664,60.5,22.944444444444443,28.166666666666668,51.111111111111114,166.27777777777777,0.32998259440310496,0.34066668083129736,0.6706492752344023,0.32935072476559774,0.5942514398393999,268.8888888888889,54.666666666666664,83.44444444444444,0.21094968250828433,0.31836548462613806,0.14576840994445522,4.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,27.333333333333332,30.25,11.472222222222221,14.083333333333334,28.791666666666668,12.777777777777779,20.86111111111111,18.0
12,0298d33fb18457e4f8116c74_451,50.0,0.49733333333333335,2.933333333333333,0.9333333333333333,3.8,7.666666666666667,0.48865079365079367,0.5113492063492063,0.10857142857142857,113.2,83.66666666666667,5.133333333333334,23.533333333333335,0.7365247815119818,0.04689093941501234,0.20918179490414354,28.666666666666668,0.2560727343191559,2.6666666666666665,1.0,4.133333333333334,9.466666666666667,18.533333333333335,60.2,12.066666666666666,10.2,9.466666666666667,78.73333333333333,7.133333333333334,16.2,53.266666666666666,9.0,7.133333333333334,69.46666666666667,4.066666666666666,7.2,14.933333333333334,5.533333333333333,5.8,4.066666666666666,22.133333333333333,0.5333333333333333,1.0,9.066666666666666,6.4,0.11988683830789094,1.5333333333333334,15.466666666666667,20.666666666666668,128.4,41.93333333333333,26.6,68.53333333333333,217.6,0.0956531797367357,0.590128478495076,0.6857816582318118,0.3142183417681883,0.38119570743560377,244.33333333333334,20.666666666666668,170.33333333333334,0.08538095872692911,0.6986668889635563,0.2198863746071312,4.0,5.0,1.0,1.0,3.0,2.0,2.0,4.0,4.0,5.0,20.666666666666668,42.8,20.966666666666665,13.3,37.266666666666666,17.133333333333333,34.06666666666667,15.0
13,02ced65ad914912727bfd6f6_451,50.0,0.4835714285714286,4.285714285714286,1.1428571428571428,2.0714285714285716,7.5,0.7509920634920635,0.2490079365079365,0.13466553287981858,112.21428571428571,85.64285714285714,4.857142857142857,21.928571428571427,0.7599806770449712,0.04432435032948036,0.19851713763471093,26.785714285714285,0.2428414879641913,1.9285714285714286,1.0,3.5714285714285716,15.357142857142858,22.928571428571427,48.214285714285715,10.071428571428571,12.5,15.357142857142858,71.14285714285714,13.714285714285714,17.071428571428573,37.785714285714285,6.714285714285714,13.714285714285714,54.857142857142854,6.071428571428571,8.071428571428571,14.0,5.357142857142857,7.928571428571429,6.071428571428571,22.071428571428573,1.7857142857142858,2.7142857142857144,7.928571428571429,6.142857142857143,0.325826813365513,4.5,14.071428571428571,35.142857142857146,100.0,48.07142857142857,22.142857142857142,70.21428571428571,205.35714285714286,0.17177948268119764,0.48777972882571563,0.6595592115069133,0.34044078849308673,0.3162914866607142,237.35714285714286,35.142857142857146,148.07142857142858,0.14850535362942466,0.6235910923740505,0.2610467044615463,4.0,5.0,1.0,1.0,3.0,2.0,2.0,4.0,4.0,5.0,35.142857142857146,33.333333333333336,24.035714285714285,11.071428571428571,33.785714285714285,17.553571428571427,29.614285714285717,14.0
14,031e4e4a89148b495a860d6a_451,50.0,0.5335714285714286,3.5714285714285716,0.9285714285714286,3.2142857142857144,7.714285714285714,0.5739795918367346,0.4260204081632653,0.12307256235827665,118.57142857142857,94.85714285714286,3.5714285714285716,19.571428571428573,0.79541647326457,0.032019900301513464,0.16834001070349444,23.142857142857142,0.20035991100500788,1.6428571428571428,2.142857142857143,3.5,17.714285714285715,24.214285714285715,52.42857142857143,11.142857142857142,10.285714285714286,17.714285714285715,76.64285714285714,11.571428571428571,20.071428571428573,39.214285714285715,6.428571428571429,11.571428571428571,59.285714285714285,5.142857142857143,9.142857142857142,13.214285714285714,5.428571428571429,6.642857142857143,5.142857142857143,22.357142857142858,0.7142857142857143,2.2142857142857144,17.0,7.571428571428571,0.12195124249453622,2.9285714285714284,24.571428571428573,34.42857142857143,104.85714285714286,53.42857142857143,23.0,76.42857142857143,215.71428571428572,0.15801346276250985,0.4851926012664397,0.6432060640289495,0.35679393597105047,0.2922479539847407,241.85714285714286,34.42857142857143,158.28571428571428,0.14116019449176104,0.6580700419015942,0.28044651510701574,4.0,5.0,1.0,1.0,3.0,2.0,2.0,4.0,4.0,5.0,34.42857142857143,34.95238095238095,26.714285714285715,11.5,34.82142857142857,19.107142857142858,31.657142857142855,14.0
15,0369fd531539d411ff55f6fa_523,50.0,0.46307692307692305,3.6153846153846154,0.9230769230769231,1.8461538461538463,6.384615384615385,0.7394522144522144,0.26054778554778557,0.11814574314574314,100.53846153846153,78.3076923076923,5.6923076923076925,17.46153846153846,0.774913134071922,0.05813522989975312,0.17580070075013948,23.153846153846153,0.2339359306498926,4.153846153846154,0.0,1.8461538461538463,39.84615384615385,0.0,27.692307692307693,15.0,14.153846153846153,39.84615384615385,27.692307692307693,35.15384615384615,0.0,17.384615384615383,10.23076923076923,35.15384615384615,17.384615384615383,14.692307692307692,0.0,9.076923076923077,6.6923076923076925,10.153846153846153,14.692307692307692,9.076923076923077,1.0769230769230769,2.230769230769231,8.307692307692308,6.0,0.22377134199876675,3.3076923076923075,14.307692307692308,89.6923076923077,54.15384615384615,0.0,31.923076923076923,31.923076923076923,175.76923076923077,0.5080251067251875,0.311322049893875,0.8193471566190625,0.1806528433809374,1.0,214.76923076923077,89.6923076923077,54.15384615384615,0.4155347548079025,0.25408401318219875,0.0,5.0,2.0,3.0,3.0,2.0,0.0,2.0,2.0,5.0,2.0,29.897435897435898,27.076923076923077,,15.961538461538462,28.76923076923077,15.961538461538462,27.076923076923077,13.0
16,03be9d2519fca54886db113f_451,50.0,0.5231250000000001,3.9375,0.625,1.4375,6.0,0.7533166486291486,0.24668335137085137,0.08554292929292928,126.75,101.4375,11.0,21.5,0.7864184234863595,0.08599091007323083,0.1813713068329685,32.5,0.2673622169061993,2.125,1.3125,2.5,12.5625,22.3125,62.0,17.0625,10.0625,12.5625,84.3125,9.625,19.5,42.4375,10.8125,9.625,61.9375,4.3125,7.0,10.125,5.5625,4.4375,4.3125,17.125,0.5625,2.125,10.9375,5.4375,0.14721955387673466,2.6875,16.375,26.5,114.5625,48.8125,33.4375,82.25,223.3125,0.12105429530197596,0.5087963891063768,0.6298506844083528,0.3701493155916472,0.40441222850213987,248.25,26.5,163.375,0.10882752141415322,0.654581498345977,0.25803277246166995,4.0,5.0,1.0,1.0,3.0,2.0,2.0,4.0,4.0,5.0,26.5,38.1875,24.40625,16.71875,35.265625,20.5625,32.675,16.0
17,03e5185ad859cc3345e75ed2_433,50.0,0.48777777777777775,4.0,1.8333333333333333,1.0555555555555556,6.888888888888889,0.8592091550424884,0.14079084495751162,0.2635201218534552,102.38888888888889,70.16666666666667,7.777777777777778,25.22222222222222,0.6826567313271412,0.07630322514900857,0.24929441685840384,33.0,0.3255976420074124,2.2777777777777777,1.5555555555555556,2.8333333333333335,11.777777777777779,21.38888888888889,46.72222222222222,11.833333333333334,8.055555555555555,33.166666666666664,46.72222222222222,9.5,20.72222222222222,37.166666666666664,6.944444444444445,30.22222222222222,37.166666666666664,3.888888888888889,8.5,14.11111111111111,4.777777777777778,5.722222222222222,12.38888888888889,14.11111111111111,1.3333333333333333,2.611111111111111,12.444444444444445,7.5,0.20835659293765768,3.9444444444444446,19.944444444444443,25.166666666666668,98.0,50.611111111111114,23.555555555555557,74.16666666666667,197.33333333333334,0.12566562282399604,0.4963248354762027,0.6219904583001987,0.3780095416998013,0.31632595044741096,219.0,75.77777777777777,98.0,0.3462351457562375,0.4475422117966543,0.29341401287332947,4.0,3.0,3.0,1.0,3.0,2.0,2.0,4.0,4.0,3.0,25.166666666666668,32.666666666666664,25.305555555555557,11.777777777777779,30.791666666666668,18.541666666666668,32.666666666666664,18.0
18,04384c2120cad424cf6dc6eb_433,50.0,0.5125000000000001,3.1666666666666665,1.1666666666666667,2.0833333333333335,6.416666666666667,0.677281746031746,0.322718253968254,0.18224206349206348,91.16666666666667,57.583333333333336,4.75,27.5,0.6255401153685226,0.05372343516571338,0.305962419991962,32.25,0.35968585515767537,2.3333333333333335,2.25,1.0833333333333333,11.0,20.5,31.083333333333332,10.666666666666666,11.416666666666666,26.25,36.333333333333336,7.833333333333333,21.0,23.833333333333332,7.0,24.5,28.166666666666668,5.166666666666667,12.666666666666666,13.5,7.5,7.416666666666667,15.0,16.333333333333332,1.3333333333333333,2.3333333333333335,12.916666666666666,8.5,0.1435126427995698,3.6666666666666665,21.416666666666668,24.0,68.41666666666667,54.166666666666664,25.166666666666668,79.33333333333333,171.75,0.14009896854105078,0.3984744151147832,0.538573383655834,0.46142661634416604,0.3345096827213952,206.5,65.75,80.83333333333333,0.32072563047532116,0.39159249043184047,0.3724684898822943,4.0,3.0,3.0,1.0,2.5,2.5,2.0,4.5,3.5,3.0,24.0,26.86111111111111,21.020833333333332,12.583333333333334,26.0,17.208333333333332,26.944444444444443,12.0
19,045db93bdbbca613b783b8f5_451,50.0,0.4611764705882353,4.0588235294117645,0.8235294117647058,3.3529411764705883,8.235294117647058,0.5995225362872422,0.40047746371275783,0.08690476190476192,125.58823529411765,96.3529411764706,7.352941176470588,23.294117647058822,0.7637072182596618,0.05829198584124222,0.18802338078769984,30.647058823529413,0.24631536662894207,3.4705882352941178,1.4705882352941178,3.1176470588235294,18.941176470588236,28.176470588235293,53.76470588235294,11.352941176470589,9.529411764705882,18.941176470588236,81.94117647058823,15.529411764705882,19.941176470588236,34.88235294117647,6.411764705882353,15.529411764705882,54.8235294117647,6.882352941176471,7.0,12.823529411764707,5.117647058823529,5.9411764705882355,6.882352941176471,19.823529411764707,1.5294117647058822,5.294117647058823,18.58823529411765,7.411764705882353,0.25300637491813965,6.823529411764706,26.0,41.35294117647059,101.47058823529412,55.11764705882353,22.88235294117647,78.0,220.8235294117647,0.18896702853781067,0.45969040113149695,0.6486574296693076,0.3513425703306923,0.29048752123896476,247.11764705882354,41.35294117647059,156.58823529411765,0.16935292202867647,0.634082540420873,0.2768303780316314,4.0,5.0,1.0,1.0,3.0,2.0,2.0,4.0,4.0,5.0,41.35294117647059,33.8235294117647,27.558823529411764,11.441176470588236,35.705882352941174,19.5,31.31764705882353,17.0
20,04bef7cfc3087117f4e912f7_523,50.0,0.45733333333333337,3.1333333333333333,0.8,2.066666666666667,6.0,0.6074867724867725,0.39251322751322754,0.12015873015873016,119.93333333333334,75.8,3.1333333333333333,41.6,0.6291532263434096,0.025570431082055412,0.3501152810000417,44.733333333333334,0.3756857120820971,4.333333333333333,0.0,1.1333333333333333,50.46666666666667,0.0,36.06666666666667,14.866666666666667,14.666666666666666,50.46666666666667,36.06666666666667,30.666666666666668,0.0,15.333333333333334,7.933333333333334,30.666666666666668,15.333333333333334,14.333333333333334,0.0,9.266666666666667,5.866666666666666,7.133333333333334,14.333333333333334,9.266666666666667,0.8666666666666667,1.6,4.933333333333334,4.6,0.2791690716690717,2.466666666666667,9.533333333333333,95.46666666666667,60.666666666666664,0.0,28.666666666666668,28.666666666666668,184.8,0.5225661695836611,0.32482449597164115,0.8473906655553023,0.15260933444469774,1.0,216.8,95.46666666666667,60.666666666666664,0.44419522924143906,0.2768592029517439,0.0,5.0,2.0,3.0,3.0,2.0,0.0,2.0,2.0,5.0,2.0,31.82222222222222,30.333333333333332,,14.333333333333334,31.226666666666667,14.333333333333334,30.333333333333332,15.0
21,04dcaa25373db086f773391d_424,50.0,0.48,3.4,0.7,3.0,7.1,0.591053391053391,0.40894660894660895,0.08667027417027416,107.8,84.3,7.6,18.4,0.7818128143008495,0.07188884942364891,0.17020395075058367,26.0,0.24209280017423263,4.2,1.2,0.8,28.6,16.1,37.1,12.6,9.8,44.7,37.1,25.1,13.8,23.2,8.5,38.9,23.2,10.1,4.1,7.1,4.8,5.4,14.2,7.1,0.2,0.5,6.0,3.6,0.06043512043512043,0.7,9.6,63.8,67.4,34.0,25.9,59.9,191.1,0.33261548093409343,0.35055856061881474,0.6831740415529082,0.3168259584470919,0.43872843359928543,217.2,97.8,67.4,0.44832809090534537,0.30847931938460843,0.20798819400892787,4.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,31.9,33.7,17.0,12.95,32.8,14.975,33.7,10.0
22,04e3912bbda84d46f95c594a_532,50.0,0.4611764705882353,3.823529411764706,1.1176470588235294,3.4705882352941178,8.411764705882353,0.5868526897938662,0.4131473102061337,0.13389061918473683,92.0,66.52941176470588,4.0,21.058823529411764,0.7217518584894703,0.04425420317847522,0.22958333320993163,25.058823529411764,0.27383753638840685,5.352941176470588,1.2352941176470589,0.7647058823529411,35.11764705882353,14.411764705882353,17.58823529411765,7.470588235294118,14.117647058823529,35.11764705882353,32.0,33.705882352941174,12.647058823529411,13.294117647058824,4.117647058823529,33.705882352941174,25.941176470588236,15.058823529411764,8.352941176470589,5.529411764705882,5.882352941176471,8.294117647058824,15.058823529411764,13.882352941176471,2.2941176470588234,6.117647058823529,18.58823529411765,8.764705882352942,0.3109652224596592,8.411764705882353,27.352941176470587,83.88235294117646,36.411764705882355,35.411764705882355,17.470588235294116,52.88235294117647,173.1764705882353,0.48588981633657485,0.20987849214845403,0.6957683084850288,0.30423169151497115,0.34140032074358134,209.52941176470588,83.88235294117646,71.82352941176471,0.4009747007868927,0.34070523008865566,0.2238743990232412,5.0,3.0,2.0,2.0,1.0,2.0,2.0,4.0,3.0,3.0,41.94117647058823,36.411764705882355,17.705882352941178,8.735294117647058,40.09803921568627,13.220588235294118,23.941176470588236,17.0
